,agegroup,gender,not infected,infected,dead (other),All,not infected %,scenario,day,immun or dead
18,70,f,25293,,4785,90875,27.83273727647868,base r0=2.5 f=0,286,60797.0
19,70,m,18406,,3846,66581,27.644523212327844,base r0=2.5 f=0,286,44329.0
20,All,,126266,,10623,1000000,12.6266,base r0=2.5 f=0,286,863111.0
0,0,f,3532,,13,23035,15.333188626003908,base r0=2.5 f=0,287,19490.0
1,0,m,3807,,16,24260,15.69249793899423,base r0=2.5 f=0,287,20437.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,287,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,287,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,287,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,287,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,287,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,287,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,287,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,287,56438.0
10,30,f,4742,,17,62744,7.557694759658294,base r0=2.5 f=0,287,57985.0
11,30,m,4809,,27,65494,7.3426573426573425,base r0=2.5 f=0,287,60658.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,287,57510.0
13,40,m,5019,,100,63253,7.934801511390764,base r0=2.5 f=0,287,58134.0
14,50,f,8506,,222,80774,10.53061628741922,base r0=2.5 f=0,287,72046.0
15,50,m,8540,,369,81519,10.476085329800416,base r0=2.5 f=0,287,72610.0
16,60,f,11672,,427,64018,18.232372145334125,base r0=2.5 f=0,287,51919.0
17,60,m,11147,,709,60075,18.555139409071995,base r0=2.5 f=0,287,48219.0
18,70,f,25291,,4796,90875,27.83053645116919,base r0=2.5 f=0,287,60788.0
19,70,m,18403,,3863,66581,27.640017422387768,base r0=2.5 f=0,287,44315.0
20,All,,126257,,10660,1000000,12.6257,base r0=2.5 f=0,287,863083.0
0,0,f,3532,,13,23035,15.333188626003908,base r0=2.5 f=0,288,19490.0
1,0,m,3807,,16,24260,15.69249793899423,base r0=2.5 f=0,288,20437.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,288,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,288,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,288,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,288,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,288,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,288,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,288,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,288,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,288,57984.0
11,30,m,4809,,27,65494,7.3426573426573425,base r0=2.5 f=0,288,60658.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,288,57510.0
13,40,m,5019,,100,63253,7.934801511390764,base r0=2.5 f=0,288,58134.0
14,50,f,8506,,222,80774,10.53061628741922,base r0=2.5 f=0,288,72046.0
15,50,m,8540,,370,81519,10.476085329800416,base r0=2.5 f=0,288,72609.0
16,60,f,11672,,431,64018,18.232372145334125,base r0=2.5 f=0,288,51915.0
17,60,m,11147,,709,60075,18.555139409071995,base r0=2.5 f=0,288,48219.0
18,70,f,25286,,4811,90875,27.82503438789546,base r0=2.5 f=0,288,60778.0
19,70,m,18398,,3877,66581,27.632507772487646,base r0=2.5 f=0,288,44306.0
20,All,,126247,,10695,1000000,12.6247,base r0=2.5 f=0,288,863058.0
0,0,f,3532,,13,23035,15.333188626003908,base r0=2.5 f=0,289,19490.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,289,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,289,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,289,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,289,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,289,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,289,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,289,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,289,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,289,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,289,57984.0
11,30,m,4809,,27,65494,7.3426573426573425,base r0=2.5 f=0,289,60658.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,289,57510.0
13,40,m,5019,,100,63253,7.934801511390764,base r0=2.5 f=0,289,58134.0
14,50,f,8506,,222,80774,10.53061628741922,base r0=2.5 f=0,289,72046.0
15,50,m,8540,,372,81519,10.476085329800416,base r0=2.5 f=0,289,72607.0
16,60,f,11672,,434,64018,18.232372145334125,base r0=2.5 f=0,289,51912.0
17,60,m,11147,,709,60075,18.555139409071995,base r0=2.5 f=0,289,48219.0
18,70,f,25281,,4830,90875,27.819532324621733,base r0=2.5 f=0,289,60764.0
19,70,m,18396,,3885,66581,27.629503912527596,base r0=2.5 f=0,289,44300.0
20,All,,126240,,10728,1000000,12.623999999999999,base r0=2.5 f=0,289,863032.0
0,0,f,3532,,13,23035,15.333188626003908,base r0=2.5 f=0,290,19490.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,290,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,290,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,290,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,290,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,290,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,290,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,290,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,290,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,290,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,290,57984.0
11,30,m,4809,,27,65494,7.3426573426573425,base r0=2.5 f=0,290,60658.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,290,57510.0
13,40,m,5019,,101,63253,7.934801511390764,base r0=2.5 f=0,290,58133.0
14,50,f,8506,,222,80774,10.53061628741922,base r0=2.5 f=0,290,72046.0
15,50,m,8540,,373,81519,10.476085329800416,base r0=2.5 f=0,290,72606.0
16,60,f,11672,,436,64018,18.232372145334125,base r0=2.5 f=0,290,51910.0
17,60,m,11145,,711,60075,18.551810237203494,base r0=2.5 f=0,290,48219.0
18,70,f,25273,,4848,90875,27.810729023383768,base r0=2.5 f=0,290,60754.0
19,70,m,18392,,3896,66581,27.6234961926075,base r0=2.5 f=0,290,44293.0
20,All,,126226,,10763,1000000,12.6226,base r0=2.5 f=0,290,863011.0
0,0,f,3532,,13,23035,15.333188626003908,base r0=2.5 f=0,291,19490.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,291,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,291,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,291,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,291,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,291,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,291,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,291,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,291,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,291,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,291,57984.0
11,30,m,4809,,27,65494,7.3426573426573425,base r0=2.5 f=0,291,60658.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,291,57510.0
13,40,m,5019,,101,63253,7.934801511390764,base r0=2.5 f=0,291,58133.0
14,50,f,8505,,225,80774,10.529378265283382,base r0=2.5 f=0,291,72044.0
15,50,m,8540,,373,81519,10.476085329800416,base r0=2.5 f=0,291,72606.0
16,60,f,11672,,437,64018,18.232372145334125,base r0=2.5 f=0,291,51909.0
17,60,m,11144,,712,60075,18.550145651269247,base r0=2.5 f=0,291,48219.0
18,70,f,25273,,4855,90875,27.810729023383768,base r0=2.5 f=0,291,60747.0
19,70,m,18385,,3912,66581,27.61298268274733,base r0=2.5 f=0,291,44284.0
20,All,,126217,,10791,1000000,12.621699999999999,base r0=2.5 f=0,291,862992.0
0,0,f,3532,,13,23035,15.333188626003908,base r0=2.5 f=0,292,19490.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,292,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,292,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,292,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,292,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,292,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,292,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,292,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,292,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,292,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,292,57984.0
11,30,m,4809,,27,65494,7.3426573426573425,base r0=2.5 f=0,292,60658.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,292,57510.0
13,40,m,5019,,101,63253,7.934801511390764,base r0=2.5 f=0,292,58133.0
14,50,f,8505,,226,80774,10.529378265283382,base r0=2.5 f=0,292,72043.0
15,50,m,8540,,373,81519,10.476085329800416,base r0=2.5 f=0,292,72606.0
16,60,f,11672,,439,64018,18.232372145334125,base r0=2.5 f=0,292,51907.0
17,60,m,11143,,715,60075,18.548481065334997,base r0=2.5 f=0,292,48217.0
18,70,f,25269,,4864,90875,27.806327372764787,base r0=2.5 f=0,292,60742.0
19,70,m,18378,,3925,66581,27.60246917288716,base r0=2.5 f=0,292,44278.0
20,All,,126205,,10819,1000000,12.620500000000002,base r0=2.5 f=0,292,862976.0
0,0,f,3532,,13,23035,15.333188626003908,base r0=2.5 f=0,293,19490.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,293,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,293,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,293,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,293,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,293,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,293,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,293,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,293,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,293,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,293,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,293,60656.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,293,57510.0
13,40,m,5019,,102,63253,7.934801511390764,base r0=2.5 f=0,293,58132.0
14,50,f,8505,,226,80774,10.529378265283382,base r0=2.5 f=0,293,72043.0
15,50,m,8540,,375,81519,10.476085329800416,base r0=2.5 f=0,293,72604.0
16,60,f,11672,,439,64018,18.232372145334125,base r0=2.5 f=0,293,51907.0
17,60,m,11143,,718,60075,18.548481065334997,base r0=2.5 f=0,293,48214.0
18,70,f,25262,,4886,90875,27.798624484181566,base r0=2.5 f=0,293,60727.0
19,70,m,18372,,3938,66581,27.593457593007013,base r0=2.5 f=0,293,44271.0
20,All,,126192,,10862,1000000,12.6192,base r0=2.5 f=0,293,862946.0
0,0,f,3532,,13,23035,15.333188626003908,base r0=2.5 f=0,294,19490.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,294,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,294,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,294,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,294,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,294,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,294,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,294,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,294,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,294,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,294,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,294,60656.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,294,57510.0
13,40,m,5019,,102,63253,7.934801511390764,base r0=2.5 f=0,294,58132.0
14,50,f,8505,,226,80774,10.529378265283382,base r0=2.5 f=0,294,72043.0
15,50,m,8540,,376,81519,10.476085329800416,base r0=2.5 f=0,294,72603.0
16,60,f,11672,,439,64018,18.232372145334125,base r0=2.5 f=0,294,51907.0
17,60,m,11142,,719,60075,18.54681647940075,base r0=2.5 f=0,294,48214.0
18,70,f,25253,,4904,90875,27.78872077028886,base r0=2.5 f=0,294,60718.0
19,70,m,18369,,3946,66581,27.58895180306694,base r0=2.5 f=0,294,44266.0
20,All,,126179,,10890,1000000,12.6179,base r0=2.5 f=0,294,862931.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,295,19489.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,295,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,295,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,295,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,295,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,295,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,295,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,295,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,295,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,295,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,295,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,295,60656.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,295,57510.0
13,40,m,5019,,102,63253,7.934801511390764,base r0=2.5 f=0,295,58132.0
14,50,f,8505,,226,80774,10.529378265283382,base r0=2.5 f=0,295,72043.0
15,50,m,8540,,377,81519,10.476085329800416,base r0=2.5 f=0,295,72602.0
16,60,f,11672,,440,64018,18.232372145334125,base r0=2.5 f=0,295,51906.0
17,60,m,11142,,720,60075,18.54681647940075,base r0=2.5 f=0,295,48213.0
18,70,f,25245,,4917,90875,27.779917469050897,base r0=2.5 f=0,295,60713.0
19,70,m,18365,,3956,66581,27.58294408314684,base r0=2.5 f=0,295,44260.0
20,All,,126167,,10917,1000000,12.6167,base r0=2.5 f=0,295,862916.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,296,19489.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,296,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,296,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,296,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,296,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,296,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,296,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,296,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,296,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,296,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,296,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,296,60656.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,296,57510.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,296,58131.0
14,50,f,8505,,226,80774,10.529378265283382,base r0=2.5 f=0,296,72043.0
15,50,m,8540,,377,81519,10.476085329800416,base r0=2.5 f=0,296,72602.0
16,60,f,11671,,443,64018,18.230810084663688,base r0=2.5 f=0,296,51904.0
17,60,m,11142,,723,60075,18.54681647940075,base r0=2.5 f=0,296,48210.0
18,70,f,25240,,4937,90875,27.774415405777162,base r0=2.5 f=0,296,60698.0
19,70,m,18363,,3963,66581,27.579940223186796,base r0=2.5 f=0,296,44255.0
20,All,,126159,,10951,1000000,12.6159,base r0=2.5 f=0,296,862890.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,297,19489.0
1,0,m,3807,,17,24260,15.69249793899423,base r0=2.5 f=0,297,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,297,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,297,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,297,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,297,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,297,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,297,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,297,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,297,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,297,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,297,60656.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,297,57510.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,297,58131.0
14,50,f,8505,,226,80774,10.529378265283382,base r0=2.5 f=0,297,72043.0
15,50,m,8540,,380,81519,10.476085329800416,base r0=2.5 f=0,297,72599.0
16,60,f,11671,,444,64018,18.230810084663688,base r0=2.5 f=0,297,51903.0
17,60,m,11142,,725,60075,18.54681647940075,base r0=2.5 f=0,297,48208.0
18,70,f,25237,,4946,90875,27.771114167812932,base r0=2.5 f=0,297,60692.0
19,70,m,18360,,3976,66581,27.57543443324672,base r0=2.5 f=0,297,44245.0
20,All,,126153,,10979,1000000,12.6153,base r0=2.5 f=0,297,862868.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,298,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,298,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,298,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,298,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,298,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,298,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,298,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,298,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,298,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,298,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,298,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,298,60656.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,298,57510.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,298,58131.0
14,50,f,8505,,226,80774,10.529378265283382,base r0=2.5 f=0,298,72043.0
15,50,m,8540,,381,81519,10.476085329800416,base r0=2.5 f=0,298,72598.0
16,60,f,11671,,444,64018,18.230810084663688,base r0=2.5 f=0,298,51903.0
17,60,m,11142,,727,60075,18.54681647940075,base r0=2.5 f=0,298,48206.0
18,70,f,25234,,4958,90875,27.767812929848695,base r0=2.5 f=0,298,60683.0
19,70,m,18357,,3984,66581,27.570928643306647,base r0=2.5 f=0,298,44240.0
20,All,,126146,,11003,1000000,12.614600000000001,base r0=2.5 f=0,298,862851.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,299,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,299,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,299,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,299,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,299,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,299,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,299,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,299,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,299,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,299,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,299,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,299,60656.0
12,40,f,4767,,55,62332,7.647757171276391,base r0=2.5 f=0,299,57510.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,299,58131.0
14,50,f,8505,,227,80774,10.529378265283382,base r0=2.5 f=0,299,72042.0
15,50,m,8540,,382,81519,10.476085329800416,base r0=2.5 f=0,299,72597.0
16,60,f,11671,,446,64018,18.230810084663688,base r0=2.5 f=0,299,51901.0
17,60,m,11142,,732,60075,18.54681647940075,base r0=2.5 f=0,299,48201.0
18,70,f,25233,,4971,90875,27.766712517193948,base r0=2.5 f=0,299,60671.0
19,70,m,18351,,3997,66581,27.561917063426506,base r0=2.5 f=0,299,44233.0
20,All,,126139,,11038,1000000,12.613900000000001,base r0=2.5 f=0,299,862823.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,300,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,300,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,300,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,300,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,300,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,300,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,300,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,300,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,300,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,300,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,300,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,300,60656.0
12,40,f,4767,,57,62332,7.647757171276391,base r0=2.5 f=0,300,57508.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,300,58131.0
14,50,f,8505,,227,80774,10.529378265283382,base r0=2.5 f=0,300,72042.0
15,50,m,8540,,383,81519,10.476085329800416,base r0=2.5 f=0,300,72596.0
16,60,f,11671,,446,64018,18.230810084663688,base r0=2.5 f=0,300,51901.0
17,60,m,11142,,733,60075,18.54681647940075,base r0=2.5 f=0,300,48200.0
18,70,f,25229,,4985,90875,27.762310866574964,base r0=2.5 f=0,300,60661.0
19,70,m,18346,,4018,66581,27.554407413526384,base r0=2.5 f=0,300,44217.0
20,All,,126130,,11077,1000000,12.613,base r0=2.5 f=0,300,862793.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,301,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,301,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,301,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,301,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,301,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,301,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,301,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,301,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,301,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,301,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,301,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,301,60656.0
12,40,f,4767,,57,62332,7.647757171276391,base r0=2.5 f=0,301,57508.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,301,58131.0
14,50,f,8505,,227,80774,10.529378265283382,base r0=2.5 f=0,301,72042.0
15,50,m,8540,,384,81519,10.476085329800416,base r0=2.5 f=0,301,72595.0
16,60,f,11671,,447,64018,18.230810084663688,base r0=2.5 f=0,301,51900.0
17,60,m,11141,,737,60075,18.5451518934665,base r0=2.5 f=0,301,48197.0
18,70,f,25224,,4999,90875,27.756808803301237,base r0=2.5 f=0,301,60652.0
19,70,m,18341,,4029,66581,27.54689776362626,base r0=2.5 f=0,301,44211.0
20,All,,126119,,11108,1000000,12.6119,base r0=2.5 f=0,301,862773.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,302,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,302,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,302,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,302,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,302,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,302,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,302,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,302,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,302,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,302,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,302,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,302,60656.0
12,40,f,4767,,58,62332,7.647757171276391,base r0=2.5 f=0,302,57507.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,302,58131.0
