,agegroup,gender,not infected,infected,dead (other),All,not infected %,scenario,day,immun or dead
14,50,f,8505,,228,80774,10.529378265283382,base r0=2.5 f=0,302,72041.0
15,50,m,8540,,385,81519,10.476085329800416,base r0=2.5 f=0,302,72594.0
16,60,f,11670,,449,64018,18.229248023993254,base r0=2.5 f=0,302,51899.0
17,60,m,11140,,741,60075,18.543487307532253,base r0=2.5 f=0,302,48194.0
18,70,f,25219,,5019,90875,27.75130674002751,base r0=2.5 f=0,302,60637.0
19,70,m,18339,,4038,66581,27.543893903666213,base r0=2.5 f=0,302,44204.0
20,All,,126110,,11146,1000000,12.611,base r0=2.5 f=0,302,862744.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,303,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,303,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,303,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,303,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,303,20924.0
5,10,m,793,,2,22939,3.456994637952832,base r0=2.5 f=0,303,22144.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,303,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,303,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,303,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,303,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,303,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,303,60656.0
12,40,f,4767,,58,62332,7.647757171276391,base r0=2.5 f=0,303,57507.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,303,58131.0
14,50,f,8505,,229,80774,10.529378265283382,base r0=2.5 f=0,303,72040.0
15,50,m,8540,,386,81519,10.476085329800416,base r0=2.5 f=0,303,72593.0
16,60,f,11670,,451,64018,18.229248023993254,base r0=2.5 f=0,303,51897.0
17,60,m,11140,,742,60075,18.543487307532253,base r0=2.5 f=0,303,48193.0
18,70,f,25218,,5032,90875,27.750206327372766,base r0=2.5 f=0,303,60625.0
19,70,m,18335,,4051,66581,27.537886183746114,base r0=2.5 f=0,303,44195.0
20,All,,126105,,11177,1000000,12.6105,base r0=2.5 f=0,303,862718.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,304,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,304,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,304,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,304,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,304,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,304,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,304,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,304,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,304,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,304,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,304,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,304,60656.0
12,40,f,4767,,58,62332,7.647757171276391,base r0=2.5 f=0,304,57507.0
13,40,m,5019,,103,63253,7.934801511390764,base r0=2.5 f=0,304,58131.0
14,50,f,8505,,231,80774,10.529378265283382,base r0=2.5 f=0,304,72038.0
15,50,m,8540,,387,81519,10.476085329800416,base r0=2.5 f=0,304,72592.0
16,60,f,11668,,454,64018,18.22612390265238,base r0=2.5 f=0,304,51896.0
17,60,m,11139,,746,60075,18.541822721598002,base r0=2.5 f=0,304,48190.0
18,70,f,25214,,5042,90875,27.74580467675378,base r0=2.5 f=0,304,60619.0
19,70,m,18329,,4070,66581,27.528874603865965,base r0=2.5 f=0,304,44182.0
20,All,,126092,,11217,1000000,12.609200000000001,base r0=2.5 f=0,304,862691.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,305,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,305,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,305,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,305,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,305,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,305,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,305,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,305,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,305,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,305,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,305,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,305,60656.0
12,40,f,4767,,58,62332,7.647757171276391,base r0=2.5 f=0,305,57507.0
13,40,m,5019,,104,63253,7.934801511390764,base r0=2.5 f=0,305,58130.0
14,50,f,8504,,234,80774,10.528140243147547,base r0=2.5 f=0,305,72036.0
15,50,m,8540,,389,81519,10.476085329800416,base r0=2.5 f=0,305,72590.0
16,60,f,11667,,456,64018,18.22456184198194,base r0=2.5 f=0,305,51895.0
17,60,m,11139,,748,60075,18.541822721598002,base r0=2.5 f=0,305,48188.0
18,70,f,25205,,5058,90875,27.73590096286107,base r0=2.5 f=0,305,60612.0
19,70,m,18328,,4086,66581,27.527372673885942,base r0=2.5 f=0,305,44167.0
20,All,,126080,,11259,1000000,12.608,base r0=2.5 f=0,305,862661.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,306,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,306,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,306,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,306,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,306,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,306,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,306,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,306,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,306,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,306,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,306,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,306,60656.0
12,40,f,4767,,58,62332,7.647757171276391,base r0=2.5 f=0,306,57507.0
13,40,m,5019,,104,63253,7.934801511390764,base r0=2.5 f=0,306,58130.0
14,50,f,8504,,236,80774,10.528140243147547,base r0=2.5 f=0,306,72034.0
15,50,m,8539,,394,81519,10.474858621916363,base r0=2.5 f=0,306,72586.0
16,60,f,11666,,460,64018,18.222999781311504,base r0=2.5 f=0,306,51892.0
17,60,m,11139,,750,60075,18.541822721598002,base r0=2.5 f=0,306,48186.0
18,70,f,25198,,5084,90875,27.728198074277856,base r0=2.5 f=0,306,60593.0
19,70,m,18323,,4096,66581,27.519863023985824,base r0=2.5 f=0,306,44162.0
20,All,,126066,,11308,1000000,12.6066,base r0=2.5 f=0,306,862626.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,307,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,307,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,307,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,307,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,307,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,307,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,307,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,307,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,307,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,307,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,307,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,307,60656.0
12,40,f,4767,,58,62332,7.647757171276391,base r0=2.5 f=0,307,57507.0
13,40,m,5019,,104,63253,7.934801511390764,base r0=2.5 f=0,307,58130.0
14,50,f,8504,,236,80774,10.528140243147547,base r0=2.5 f=0,307,72034.0
15,50,m,8539,,395,81519,10.474858621916363,base r0=2.5 f=0,307,72585.0
16,60,f,11666,,460,64018,18.222999781311504,base r0=2.5 f=0,307,51892.0
17,60,m,11139,,751,60075,18.541822721598002,base r0=2.5 f=0,307,48185.0
18,70,f,25193,,5096,90875,27.72269601100413,base r0=2.5 f=0,307,60586.0
19,70,m,18318,,4111,66581,27.512353374085702,base r0=2.5 f=0,307,44152.0
20,All,,126056,,11337,1000000,12.6056,base r0=2.5 f=0,307,862607.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,308,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,308,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,308,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,308,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,308,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,308,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,308,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,308,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,308,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,308,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,308,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,308,60656.0
12,40,f,4767,,58,62332,7.647757171276391,base r0=2.5 f=0,308,57507.0
13,40,m,5019,,104,63253,7.934801511390764,base r0=2.5 f=0,308,58130.0
14,50,f,8503,,240,80774,10.526902221011712,base r0=2.5 f=0,308,72031.0
15,50,m,8539,,399,81519,10.474858621916363,base r0=2.5 f=0,308,72581.0
16,60,f,11666,,461,64018,18.222999781311504,base r0=2.5 f=0,308,51891.0
17,60,m,11139,,753,60075,18.541822721598002,base r0=2.5 f=0,308,48183.0
18,70,f,25190,,5110,90875,27.71939477303989,base r0=2.5 f=0,308,60575.0
19,70,m,18315,,4125,66581,27.50784758414563,base r0=2.5 f=0,308,44141.0
20,All,,126049,,11376,1000000,12.604899999999999,base r0=2.5 f=0,308,862575.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,309,19489.0
1,0,m,3806,,18,24260,15.688375927452597,base r0=2.5 f=0,309,20436.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,309,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,309,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,309,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,309,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,309,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,309,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,309,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,309,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,309,57984.0
11,30,m,4809,,29,65494,7.3426573426573425,base r0=2.5 f=0,309,60656.0
12,40,f,4767,,58,62332,7.647757171276391,base r0=2.5 f=0,309,57507.0
13,40,m,5019,,104,63253,7.934801511390764,base r0=2.5 f=0,309,58130.0
14,50,f,8503,,241,80774,10.526902221011712,base r0=2.5 f=0,309,72030.0
15,50,m,8539,,399,81519,10.474858621916363,base r0=2.5 f=0,309,72581.0
16,60,f,11665,,464,64018,18.22143772064107,base r0=2.5 f=0,309,51889.0
17,60,m,11137,,757,60075,18.538493549729505,base r0=2.5 f=0,309,48181.0
18,70,f,25186,,5130,90875,27.714993122420907,base r0=2.5 f=0,309,60559.0
19,70,m,18315,,4135,66581,27.50784758414563,base r0=2.5 f=0,309,44131.0
20,All,,126042,,11414,1000000,12.604199999999999,base r0=2.5 f=0,309,862544.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,310,19489.0
1,0,m,3806,,19,24260,15.688375927452597,base r0=2.5 f=0,310,20435.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,310,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,310,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,310,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,310,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,310,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,310,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,310,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,310,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,310,57984.0
11,30,m,4809,,30,65494,7.3426573426573425,base r0=2.5 f=0,310,60655.0
12,40,f,4767,,59,62332,7.647757171276391,base r0=2.5 f=0,310,57506.0
13,40,m,5019,,105,63253,7.934801511390764,base r0=2.5 f=0,310,58129.0
14,50,f,8503,,242,80774,10.526902221011712,base r0=2.5 f=0,310,72029.0
15,50,m,8539,,399,81519,10.474858621916363,base r0=2.5 f=0,310,72581.0
16,60,f,11664,,466,64018,18.219875659970633,base r0=2.5 f=0,310,51888.0
17,60,m,11134,,762,60075,18.533499791926758,base r0=2.5 f=0,310,48179.0
18,70,f,25182,,5142,90875,27.710591471801926,base r0=2.5 f=0,310,60551.0
19,70,m,18312,,4149,66581,27.503341794205554,base r0=2.5 f=0,310,44120.0
20,All,,126031,,11452,1000000,12.603100000000001,base r0=2.5 f=0,310,862517.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,311,19489.0
1,0,m,3806,,19,24260,15.688375927452597,base r0=2.5 f=0,311,20435.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,311,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,311,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,311,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,311,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,311,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,311,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,311,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,311,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,311,57984.0
11,30,m,4809,,30,65494,7.3426573426573425,base r0=2.5 f=0,311,60655.0
12,40,f,4767,,60,62332,7.647757171276391,base r0=2.5 f=0,311,57505.0
13,40,m,5019,,105,63253,7.934801511390764,base r0=2.5 f=0,311,58129.0
14,50,f,8503,,242,80774,10.526902221011712,base r0=2.5 f=0,311,72029.0
15,50,m,8539,,402,81519,10.474858621916363,base r0=2.5 f=0,311,72578.0
16,60,f,11663,,467,64018,18.218313599300195,base r0=2.5 f=0,311,51888.0
17,60,m,11134,,763,60075,18.533499791926758,base r0=2.5 f=0,311,48178.0
18,70,f,25173,,5158,90875,27.700687757909215,base r0=2.5 f=0,311,60544.0
19,70,m,18309,,4168,66581,27.49883600426548,base r0=2.5 f=0,311,44104.0
20,All,,126018,,11493,1000000,12.601799999999999,base r0=2.5 f=0,311,862489.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,312,19489.0
1,0,m,3806,,19,24260,15.688375927452597,base r0=2.5 f=0,312,20435.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,312,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,312,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,312,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,312,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,312,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,312,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,312,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,312,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,312,57984.0
11,30,m,4809,,30,65494,7.3426573426573425,base r0=2.5 f=0,312,60655.0
12,40,f,4767,,60,62332,7.647757171276391,base r0=2.5 f=0,312,57505.0
13,40,m,5018,,106,63253,7.933220558708679,base r0=2.5 f=0,312,58129.0
14,50,f,8503,,242,80774,10.526902221011712,base r0=2.5 f=0,312,72029.0
15,50,m,8539,,405,81519,10.474858621916363,base r0=2.5 f=0,312,72575.0
16,60,f,11663,,468,64018,18.218313599300195,base r0=2.5 f=0,312,51887.0
17,60,m,11134,,765,60075,18.533499791926758,base r0=2.5 f=0,312,48176.0
18,70,f,25169,,5179,90875,27.696286107290234,base r0=2.5 f=0,312,60527.0
19,70,m,18307,,4179,66581,27.49583214430543,base r0=2.5 f=0,312,44095.0
20,All,,126011,,11532,1000000,12.6011,base r0=2.5 f=0,312,862457.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,313,19489.0
1,0,m,3806,,19,24260,15.688375927452597,base r0=2.5 f=0,313,20435.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,313,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,313,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,313,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,313,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,313,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,313,24052.0
8,20,f,4583,,10,56489,8.113083963249482,base r0=2.5 f=0,313,51896.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,313,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,313,57984.0
11,30,m,4809,,30,65494,7.3426573426573425,base r0=2.5 f=0,313,60655.0
12,40,f,4767,,60,62332,7.647757171276391,base r0=2.5 f=0,313,57505.0
13,40,m,5018,,106,63253,7.933220558708679,base r0=2.5 f=0,313,58129.0
14,50,f,8502,,244,80774,10.525664198875875,base r0=2.5 f=0,313,72028.0
15,50,m,8539,,406,81519,10.474858621916363,base r0=2.5 f=0,313,72574.0
16,60,f,11663,,471,64018,18.218313599300195,base r0=2.5 f=0,313,51884.0
17,60,m,11134,,767,60075,18.533499791926758,base r0=2.5 f=0,313,48174.0
18,70,f,25159,,5199,90875,27.685281980742776,base r0=2.5 f=0,313,60517.0
19,70,m,18304,,4190,66581,27.49132635436536,base r0=2.5 f=0,313,44087.0
20,All,,125997,,11571,1000000,12.5997,base r0=2.5 f=0,313,862432.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,314,19489.0
1,0,m,3806,,20,24260,15.688375927452597,base r0=2.5 f=0,314,20434.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,314,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,314,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,314,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,314,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,314,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,314,24052.0
8,20,f,4583,,11,56489,8.113083963249482,base r0=2.5 f=0,314,51895.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,314,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,314,57984.0
11,30,m,4809,,30,65494,7.3426573426573425,base r0=2.5 f=0,314,60655.0
12,40,f,4767,,60,62332,7.647757171276391,base r0=2.5 f=0,314,57505.0
13,40,m,5018,,106,63253,7.933220558708679,base r0=2.5 f=0,314,58129.0
14,50,f,8502,,245,80774,10.525664198875875,base r0=2.5 f=0,314,72027.0
15,50,m,8538,,408,81519,10.47363191403231,base r0=2.5 f=0,314,72573.0
16,60,f,11663,,473,64018,18.218313599300195,base r0=2.5 f=0,314,51882.0
17,60,m,11133,,770,60075,18.531835205992508,base r0=2.5 f=0,314,48172.0
18,70,f,25151,,5217,90875,27.67647867950481,base r0=2.5 f=0,314,60507.0
19,70,m,18298,,4205,66581,27.48231477448521,base r0=2.5 f=0,314,44078.0
20,All,,125981,,11614,1000000,12.5981,base r0=2.5 f=0,314,862405.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,315,19489.0
1,0,m,3806,,20,24260,15.688375927452597,base r0=2.5 f=0,315,20434.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,315,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,315,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,315,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,315,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,315,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,315,24052.0
8,20,f,4583,,11,56489,8.113083963249482,base r0=2.5 f=0,315,51895.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,315,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,315,57984.0
11,30,m,4809,,30,65494,7.3426573426573425,base r0=2.5 f=0,315,60655.0
12,40,f,4767,,60,62332,7.647757171276391,base r0=2.5 f=0,315,57505.0
13,40,m,5018,,107,63253,7.933220558708679,base r0=2.5 f=0,315,58128.0
14,50,f,8502,,246,80774,10.525664198875875,base r0=2.5 f=0,315,72026.0
15,50,m,8536,,411,81519,10.471178498264209,base r0=2.5 f=0,315,72572.0
16,60,f,11662,,475,64018,18.21675153862976,base r0=2.5 f=0,315,51881.0
17,60,m,11133,,772,60075,18.531835205992508,base r0=2.5 f=0,315,48170.0
18,70,f,25146,,5233,90875,27.670976616231087,base r0=2.5 f=0,315,60496.0
19,70,m,18292,,4220,66581,27.47330319460507,base r0=2.5 f=0,315,44069.0
20,All,,125967,,11654,1000000,12.5967,base r0=2.5 f=0,315,862379.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,316,19489.0
1,0,m,3806,,20,24260,15.688375927452597,base r0=2.5 f=0,316,20434.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,316,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,316,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,316,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,316,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,316,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,316,24052.0
8,20,f,4583,,11,56489,8.113083963249482,base r0=2.5 f=0,316,51895.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,316,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,316,57984.0
11,30,m,4809,,30,65494,7.3426573426573425,base r0=2.5 f=0,316,60655.0
12,40,f,4767,,61,62332,7.647757171276391,base r0=2.5 f=0,316,57504.0
13,40,m,5018,,107,63253,7.933220558708679,base r0=2.5 f=0,316,58128.0
14,50,f,8501,,247,80774,10.52442617674004,base r0=2.5 f=0,316,72026.0
15,50,m,8536,,412,81519,10.471178498264209,base r0=2.5 f=0,316,72571.0
16,60,f,11662,,476,64018,18.21675153862976,base r0=2.5 f=0,316,51880.0
17,60,m,11132,,774,60075,18.53017062005826,base r0=2.5 f=0,316,48169.0
18,70,f,25141,,5248,90875,27.66547455295736,base r0=2.5 f=0,316,60486.0
19,70,m,18291,,4229,66581,27.471801264625046,base r0=2.5 f=0,316,44061.0
20,All,,125959,,11684,1000000,12.595899999999999,base r0=2.5 f=0,316,862357.0
0,0,f,3532,,14,23035,15.333188626003908,base r0=2.5 f=0,317,19489.0
1,0,m,3806,,20,24260,15.688375927452597,base r0=2.5 f=0,317,20434.0
2,5,f,1366,,0,21442,6.370674377390169,base r0=2.5 f=0,317,20076.0
3,5,m,1481,,1,22672,6.532286520818631,base r0=2.5 f=0,317,21190.0
4,10,f,728,,3,21655,3.3618102054952663,base r0=2.5 f=0,317,20924.0
5,10,m,793,,3,22939,3.456994637952832,base r0=2.5 f=0,317,22143.0
6,15,f,879,,4,23135,3.7994380808299115,base r0=2.5 f=0,317,22252.0
7,15,m,1028,,7,25087,4.097739865268864,base r0=2.5 f=0,317,24052.0
8,20,f,4582,,12,56489,8.111313707093416,base r0=2.5 f=0,317,51895.0
9,20,m,5164,,19,61621,8.380259976306778,base r0=2.5 f=0,317,56438.0
10,30,f,4742,,18,62744,7.557694759658294,base r0=2.5 f=0,317,57984.0
11,30,m,4809,,30,65494,7.3426573426573425,base r0=2.5 f=0,317,60655.0
12,40,f,4767,,61,62332,7.647757171276391,base r0=2.5 f=0,317,57504.0
13,40,m,5018,,107,63253,7.933220558708679,base r0=2.5 f=0,317,58128.0
14,50,f,8500,,250,80774,10.523188154604204,base r0=2.5 f=0,317,72024.0
15,50,m,8536,,412,81519,10.471178498264209,base r0=2.5 f=0,317,72571.0
16,60,f,11662,,478,64018,18.21675153862976,base r0=2.5 f=0,317,51878.0
17,60,m,11132,,776,60075,18.53017062005826,base r0=2.5 f=0,317,48167.0
18,70,f,25138,,5266,90875,27.662173314993122,base r0=2.5 f=0,317,60471.0
