Kennung;Bezeichnung;Alter_von;Insgesamt;männlich;weiblich
141;Chemnitz, Regierungsbezirk;18;-;-;-
141;Chemnitz, Regierungsbezirk;19;-;-;-
141;Chemnitz, Regierungsbezirk;20;-;-;-
141;Chemnitz, Regierungsbezirk;21;-;-;-
141;Chemnitz, Regierungsbezirk;22;-;-;-
141;Chemnitz, Regierungsbezirk;23;-;-;-
141;Chemnitz, Regierungsbezirk;24;-;-;-
141;Chemnitz, Regierungsbezirk;25;-;-;-
141;Chemnitz, Regierungsbezirk;26;-;-;-
141;Chemnitz, Regierungsbezirk;27;-;-;-
141;Chemnitz, Regierungsbezirk;28;-;-;-
141;Chemnitz, Regierungsbezirk;29;-;-;-
141;Chemnitz, Regierungsbezirk;30;-;-;-
141;Chemnitz, Regierungsbezirk;31;-;-;-
141;Chemnitz, Regierungsbezirk;32;-;-;-
141;Chemnitz, Regierungsbezirk;33;-;-;-
141;Chemnitz, Regierungsbezirk;34;-;-;-
141;Chemnitz, Regierungsbezirk;35;-;-;-
141;Chemnitz, Regierungsbezirk;36;-;-;-
141;Chemnitz, Regierungsbezirk;37;-;-;-
141;Chemnitz, Regierungsbezirk;38;-;-;-
141;Chemnitz, Regierungsbezirk;39;-;-;-
141;Chemnitz, Regierungsbezirk;40;-;-;-
141;Chemnitz, Regierungsbezirk;41;-;-;-
141;Chemnitz, Regierungsbezirk;42;-;-;-
141;Chemnitz, Regierungsbezirk;43;-;-;-
141;Chemnitz, Regierungsbezirk;44;-;-;-
141;Chemnitz, Regierungsbezirk;45;-;-;-
141;Chemnitz, Regierungsbezirk;46;-;-;-
141;Chemnitz, Regierungsbezirk;47;-;-;-
141;Chemnitz, Regierungsbezirk;48;-;-;-
141;Chemnitz, Regierungsbezirk;49;-;-;-
141;Chemnitz, Regierungsbezirk;50;-;-;-
141;Chemnitz, Regierungsbezirk;51;-;-;-
141;Chemnitz, Regierungsbezirk;52;-;-;-
141;Chemnitz, Regierungsbezirk;53;-;-;-
141;Chemnitz, Regierungsbezirk;54;-;-;-
141;Chemnitz, Regierungsbezirk;55;-;-;-
141;Chemnitz, Regierungsbezirk;56;-;-;-
141;Chemnitz, Regierungsbezirk;57;-;-;-
141;Chemnitz, Regierungsbezirk;58;-;-;-
141;Chemnitz, Regierungsbezirk;59;-;-;-
141;Chemnitz, Regierungsbezirk;60;-;-;-
141;Chemnitz, Regierungsbezirk;61;-;-;-
141;Chemnitz, Regierungsbezirk;62;-;-;-
141;Chemnitz, Regierungsbezirk;63;-;-;-
141;Chemnitz, Regierungsbezirk;64;-;-;-
141;Chemnitz, Regierungsbezirk;65;-;-;-
141;Chemnitz, Regierungsbezirk;66;-;-;-
141;Chemnitz, Regierungsbezirk;67;-;-;-
141;Chemnitz, Regierungsbezirk;68;-;-;-
141;Chemnitz, Regierungsbezirk;69;-;-;-
141;Chemnitz, Regierungsbezirk;70;-;-;-
141;Chemnitz, Regierungsbezirk;71;-;-;-
141;Chemnitz, Regierungsbezirk;72;-;-;-
141;Chemnitz, Regierungsbezirk;73;-;-;-
141;Chemnitz, Regierungsbezirk;74;-;-;-
141;Chemnitz, Regierungsbezirk;75;-;-;-
141;Chemnitz, Regierungsbezirk;80;-;-;-
141;Chemnitz, Regierungsbezirk;85;-;-;-
141;Chemnitz, Regierungsbezirk;90;-;-;-
142;Dresden, Regierungsbezirk;0;-;-;-
142;Dresden, Regierungsbezirk;1;-;-;-
142;Dresden, Regierungsbezirk;2;-;-;-
142;Dresden, Regierungsbezirk;3;-;-;-
142;Dresden, Regierungsbezirk;4;-;-;-
142;Dresden, Regierungsbezirk;5;-;-;-
142;Dresden, Regierungsbezirk;6;-;-;-
142;Dresden, Regierungsbezirk;7;-;-;-
142;Dresden, Regierungsbezirk;8;-;-;-
142;Dresden, Regierungsbezirk;9;-;-;-
142;Dresden, Regierungsbezirk;10;-;-;-
142;Dresden, Regierungsbezirk;11;-;-;-
142;Dresden, Regierungsbezirk;12;-;-;-
142;Dresden, Regierungsbezirk;13;-;-;-
142;Dresden, Regierungsbezirk;14;-;-;-
142;Dresden, Regierungsbezirk;15;-;-;-
142;Dresden, Regierungsbezirk;16;-;-;-
142;Dresden, Regierungsbezirk;17;-;-;-
142;Dresden, Regierungsbezirk;18;-;-;-
142;Dresden, Regierungsbezirk;19;-;-;-
142;Dresden, Regierungsbezirk;20;-;-;-
142;Dresden, Regierungsbezirk;21;-;-;-
142;Dresden, Regierungsbezirk;22;-;-;-
142;Dresden, Regierungsbezirk;23;-;-;-
142;Dresden, Regierungsbezirk;24;-;-;-
142;Dresden, Regierungsbezirk;25;-;-;-
142;Dresden, Regierungsbezirk;26;-;-;-
142;Dresden, Regierungsbezirk;27;-;-;-
142;Dresden, Regierungsbezirk;28;-;-;-
142;Dresden, Regierungsbezirk;29;-;-;-
142;Dresden, Regierungsbezirk;30;-;-;-
142;Dresden, Regierungsbezirk;31;-;-;-
142;Dresden, Regierungsbezirk;32;-;-;-
142;Dresden, Regierungsbezirk;33;-;-;-
142;Dresden, Regierungsbezirk;34;-;-;-
142;Dresden, Regierungsbezirk;35;-;-;-
142;Dresden, Regierungsbezirk;36;-;-;-
142;Dresden, Regierungsbezirk;37;-;-;-
142;Dresden, Regierungsbezirk;38;-;-;-
142;Dresden, Regierungsbezirk;39;-;-;-
142;Dresden, Regierungsbezirk;40;-;-;-
142;Dresden, Regierungsbezirk;41;-;-;-
142;Dresden, Regierungsbezirk;42;-;-;-
142;Dresden, Regierungsbezirk;43;-;-;-
142;Dresden, Regierungsbezirk;44;-;-;-
142;Dresden, Regierungsbezirk;45;-;-;-
142;Dresden, Regierungsbezirk;46;-;-;-
142;Dresden, Regierungsbezirk;47;-;-;-
142;Dresden, Regierungsbezirk;48;-;-;-
142;Dresden, Regierungsbezirk;49;-;-;-
142;Dresden, Regierungsbezirk;50;-;-;-
142;Dresden, Regierungsbezirk;51;-;-;-
142;Dresden, Regierungsbezirk;52;-;-;-
142;Dresden, Regierungsbezirk;53;-;-;-
142;Dresden, Regierungsbezirk;54;-;-;-
142;Dresden, Regierungsbezirk;55;-;-;-
142;Dresden, Regierungsbezirk;56;-;-;-
142;Dresden, Regierungsbezirk;57;-;-;-
142;Dresden, Regierungsbezirk;58;-;-;-
142;Dresden, Regierungsbezirk;59;-;-;-
142;Dresden, Regierungsbezirk;60;-;-;-
142;Dresden, Regierungsbezirk;61;-;-;-
142;Dresden, Regierungsbezirk;62;-;-;-
142;Dresden, Regierungsbezirk;63;-;-;-
142;Dresden, Regierungsbezirk;64;-;-;-
142;Dresden, Regierungsbezirk;65;-;-;-
142;Dresden, Regierungsbezirk;66;-;-;-
142;Dresden, Regierungsbezirk;67;-;-;-
142;Dresden, Regierungsbezirk;68;-;-;-
142;Dresden, Regierungsbezirk;69;-;-;-
142;Dresden, Regierungsbezirk;70;-;-;-
142;Dresden, Regierungsbezirk;71;-;-;-
142;Dresden, Regierungsbezirk;72;-;-;-
142;Dresden, Regierungsbezirk;73;-;-;-
142;Dresden, Regierungsbezirk;74;-;-;-
142;Dresden, Regierungsbezirk;75;-;-;-
142;Dresden, Regierungsbezirk;80;-;-;-
142;Dresden, Regierungsbezirk;85;-;-;-
142;Dresden, Regierungsbezirk;90;-;-;-
143;Leipzig, Regierungsbezirk;0;-;-;-
143;Leipzig, Regierungsbezirk;1;-;-;-
143;Leipzig, Regierungsbezirk;2;-;-;-
143;Leipzig, Regierungsbezirk;3;-;-;-
143;Leipzig, Regierungsbezirk;4;-;-;-
143;Leipzig, Regierungsbezirk;5;-;-;-
143;Leipzig, Regierungsbezirk;6;-;-;-
143;Leipzig, Regierungsbezirk;7;-;-;-
143;Leipzig, Regierungsbezirk;8;-;-;-
143;Leipzig, Regierungsbezirk;9;-;-;-
143;Leipzig, Regierungsbezirk;10;-;-;-
143;Leipzig, Regierungsbezirk;11;-;-;-
143;Leipzig, Regierungsbezirk;12;-;-;-
143;Leipzig, Regierungsbezirk;13;-;-;-
143;Leipzig, Regierungsbezirk;14;-;-;-
143;Leipzig, Regierungsbezirk;15;-;-;-
143;Leipzig, Regierungsbezirk;16;-;-;-
143;Leipzig, Regierungsbezirk;17;-;-;-
143;Leipzig, Regierungsbezirk;18;-;-;-
143;Leipzig, Regierungsbezirk;19;-;-;-
143;Leipzig, Regierungsbezirk;20;-;-;-
143;Leipzig, Regierungsbezirk;21;-;-;-
143;Leipzig, Regierungsbezirk;22;-;-;-
143;Leipzig, Regierungsbezirk;23;-;-;-
143;Leipzig, Regierungsbezirk;24;-;-;-
143;Leipzig, Regierungsbezirk;25;-;-;-
143;Leipzig, Regierungsbezirk;26;-;-;-
143;Leipzig, Regierungsbezirk;27;-;-;-
143;Leipzig, Regierungsbezirk;28;-;-;-
143;Leipzig, Regierungsbezirk;29;-;-;-
143;Leipzig, Regierungsbezirk;30;-;-;-
143;Leipzig, Regierungsbezirk;31;-;-;-
143;Leipzig, Regierungsbezirk;32;-;-;-
143;Leipzig, Regierungsbezirk;33;-;-;-
143;Leipzig, Regierungsbezirk;34;-;-;-
143;Leipzig, Regierungsbezirk;35;-;-;-
143;Leipzig, Regierungsbezirk;36;-;-;-
143;Leipzig, Regierungsbezirk;37;-;-;-
143;Leipzig, Regierungsbezirk;38;-;-;-
143;Leipzig, Regierungsbezirk;39;-;-;-
143;Leipzig, Regierungsbezirk;40;-;-;-
143;Leipzig, Regierungsbezirk;41;-;-;-
143;Leipzig, Regierungsbezirk;42;-;-;-
143;Leipzig, Regierungsbezirk;43;-;-;-
143;Leipzig, Regierungsbezirk;44;-;-;-
143;Leipzig, Regierungsbezirk;45;-;-;-
143;Leipzig, Regierungsbezirk;46;-;-;-
143;Leipzig, Regierungsbezirk;47;-;-;-
143;Leipzig, Regierungsbezirk;48;-;-;-
143;Leipzig, Regierungsbezirk;49;-;-;-
143;Leipzig, Regierungsbezirk;50;-;-;-
143;Leipzig, Regierungsbezirk;51;-;-;-
143;Leipzig, Regierungsbezirk;52;-;-;-
143;Leipzig, Regierungsbezirk;53;-;-;-
143;Leipzig, Regierungsbezirk;54;-;-;-
143;Leipzig, Regierungsbezirk;55;-;-;-
143;Leipzig, Regierungsbezirk;56;-;-;-
143;Leipzig, Regierungsbezirk;57;-;-;-
143;Leipzig, Regierungsbezirk;58;-;-;-
143;Leipzig, Regierungsbezirk;59;-;-;-
143;Leipzig, Regierungsbezirk;60;-;-;-
143;Leipzig, Regierungsbezirk;61;-;-;-
143;Leipzig, Regierungsbezirk;62;-;-;-
143;Leipzig, Regierungsbezirk;63;-;-;-
143;Leipzig, Regierungsbezirk;64;-;-;-
143;Leipzig, Regierungsbezirk;65;-;-;-
143;Leipzig, Regierungsbezirk;66;-;-;-
143;Leipzig, Regierungsbezirk;67;-;-;-
143;Leipzig, Regierungsbezirk;68;-;-;-
143;Leipzig, Regierungsbezirk;69;-;-;-
143;Leipzig, Regierungsbezirk;70;-;-;-
143;Leipzig, Regierungsbezirk;71;-;-;-
143;Leipzig, Regierungsbezirk;72;-;-;-
143;Leipzig, Regierungsbezirk;73;-;-;-
143;Leipzig, Regierungsbezirk;74;-;-;-
143;Leipzig, Regierungsbezirk;75;-;-;-
143;Leipzig, Regierungsbezirk;80;-;-;-
143;Leipzig, Regierungsbezirk;85;-;-;-
143;Leipzig, Regierungsbezirk;90;-;-;-
145;Chemnitz, Stat. Region;0;11202;5771;5431
145;Chemnitz, Stat. Region;1;11943;6041;5902
145;Chemnitz, Stat. Region;2;12216;6306;5910
145;Chemnitz, Stat. Region;3;12240;6234;6006
145;Chemnitz, Stat. Region;4;12140;6187;5953
145;Chemnitz, Stat. Region;5;11976;6233;5743
145;Chemnitz, Stat. Region;6;12200;6261;5939
145;Chemnitz, Stat. Region;7;11976;6179;5797
145;Chemnitz, Stat. Region;8;12371;6308;6063
145;Chemnitz, Stat. Region;9;12077;6283;5794
145;Chemnitz, Stat. Region;10;12205;6259;5946
145;Chemnitz, Stat. Region;11;11861;6181;5680
145;Chemnitz, Stat. Region;12;11637;6045;5592
145;Chemnitz, Stat. Region;13;11661;5981;5680
145;Chemnitz, Stat. Region;14;11818;6029;5789
145;Chemnitz, Stat. Region;15;11575;5810;5765
145;Chemnitz, Stat. Region;16;11530;5935;5595
145;Chemnitz, Stat. Region;17;11600;6062;5538
145;Chemnitz, Stat. Region;18;11828;6298;5530
145;Chemnitz, Stat. Region;19;11051;5983;5068
145;Chemnitz, Stat. Region;20;10260;5603;4657
145;Chemnitz, Stat. Region;21;10043;5497;4546
145;Chemnitz, Stat. Region;22;9778;5342;4436
145;Chemnitz, Stat. Region;23;9148;5136;4012
145;Chemnitz, Stat. Region;24;8862;4947;3915
145;Chemnitz, Stat. Region;25;9142;5070;4072
145;Chemnitz, Stat. Region;26;9422;5060;4362
145;Chemnitz, Stat. Region;27;10966;6000;4966
145;Chemnitz, Stat. Region;28;15647;8577;7070
145;Chemnitz, Stat. Region;29;16026;8666;7360
145;Chemnitz, Stat. Region;30;16674;8915;7759
145;Chemnitz, Stat. Region;31;17257;9118;8139
145;Chemnitz, Stat. Region;32;16772;8852;7920
145;Chemnitz, Stat. Region;33;16648;8985;7663
145;Chemnitz, Stat. Region;34;16697;8870;7827
145;Chemnitz, Stat. Region;35;17051;8896;8155
145;Chemnitz, Stat. Region;36;17235;9251;7984
145;Chemnitz, Stat. Region;37;17066;9160;7906
145;Chemnitz, Stat. Region;38;17527;9375;8152
145;Chemnitz, Stat. Region;39;16726;9035;7691
145;Chemnitz, Stat. Region;40;16739;8966;7773
145;Chemnitz, Stat. Region;41;16468;8811;7657
145;Chemnitz, Stat. Region;42;14740;7790;6950
145;Chemnitz, Stat. Region;43;14495;7675;6820
145;Chemnitz, Stat. Region;44;14572;7803;6769
145;Chemnitz, Stat. Region;45;14973;7998;6975
145;Chemnitz, Stat. Region;46;16457;8814;7643
145;Chemnitz, Stat. Region;47;19514;10300;9214
145;Chemnitz, Stat. Region;48;19430;10231;9199
145;Chemnitz, Stat. Region;49;19506;10201;9305
145;Chemnitz, Stat. Region;50;19914;10210;9704
145;Chemnitz, Stat. Region;51;20597;10549;10048
145;Chemnitz, Stat. Region;52;21827;11021;10806
145;Chemnitz, Stat. Region;53;22804;11621;11183
145;Chemnitz, Stat. Region;54;23722;11773;11949
145;Chemnitz, Stat. Region;55;23959;12100;11859
145;Chemnitz, Stat. Region;56;23890;12093;11797
145;Chemnitz, Stat. Region;57;24076;11865;12211
145;Chemnitz, Stat. Region;58;23031;11450;11581
145;Chemnitz, Stat. Region;59;23190;11496;11694
145;Chemnitz, Stat. Region;60;21475;10496;10979
145;Chemnitz, Stat. Region;61;21669;10539;11130
145;Chemnitz, Stat. Region;62;22387;10869;11518
145;Chemnitz, Stat. Region;63;23229;11127;12102
145;Chemnitz, Stat. Region;64;22969;10957;12012
145;Chemnitz, Stat. Region;65;23042;10914;12128
145;Chemnitz, Stat. Region;66;23993;11473;12520
145;Chemnitz, Stat. Region;67;25388;12049;13339
145;Chemnitz, Stat. Region;68;24117;11302;12815
145;Chemnitz, Stat. Region;69;20881;9865;11016
145;Chemnitz, Stat. Region;70;16052;7494;8558
145;Chemnitz, Stat. Region;71;15653;7170;8483
145;Chemnitz, Stat. Region;72;11710;5421;6289
145;Chemnitz, Stat. Region;73;13599;6185;7414
145;Chemnitz, Stat. Region;74;19647;8924;10723
145;Chemnitz, Stat. Region;75;94919;41113;53806
145;Chemnitz, Stat. Region;80;71053;28097;42956
145;Chemnitz, Stat. Region;85;35598;11833;23765
145;Chemnitz, Stat. Region;90;19106;4473;14633
146;Dresden, Stat. Region;0;14247;7328;6919
146;Dresden, Stat. Region;1;14934;7670;7264
146;Dresden, Stat. Region;2;15418;7759;7659
146;Dresden, Stat. Region;3;15169;7869;7300
146;Dresden, Stat. Region;4;15464;7939;7525
146;Dresden, Stat. Region;5;15091;7813;7278
146;Dresden, Stat. Region;6;15191;7780;7411
146;Dresden, Stat. Region;7;14907;7663;7244
146;Dresden, Stat. Region;8;14942;7562;7380
146;Dresden, Stat. Region;9;14633;7621;7012
146;Dresden, Stat. Region;10;14573;7476;7097
146;Dresden, Stat. Region;11;14526;7436;7090
146;Dresden, Stat. Region;12;13501;6835;6666
146;Dresden, Stat. Region;13;13463;6892;6571
146;Dresden, Stat. Region;14;13652;6966;6686
146;Dresden, Stat. Region;15;13169;6700;6469
146;Dresden, Stat. Region;16;12881;6601;6280
146;Dresden, Stat. Region;17;12921;6761;6160
146;Dresden, Stat. Region;18;13885;7301;6584
146;Dresden, Stat. Region;19;13591;7293;6298
146;Dresden, Stat. Region;20;13324;7063;6261
146;Dresden, Stat. Region;21;13342;7106;6236
146;Dresden, Stat. Region;22;12896;6866;6030
146;Dresden, Stat. Region;23;12310;6636;5674
146;Dresden, Stat. Region;24;11957;6473;5484
146;Dresden, Stat. Region;25;12320;6658;5662
146;Dresden, Stat. Region;26;12491;6697;5794
146;Dresden, Stat. Region;27;14254;7571;6683
146;Dresden, Stat. Region;28;20113;10591;9522
146;Dresden, Stat. Region;29;20897;11059;9838
146;Dresden, Stat. Region;30;21539;11325;10214
146;Dresden, Stat. Region;31;21901;11517;10384
146;Dresden, Stat. Region;32;20932;10992;9940
146;Dresden, Stat. Region;33;21282;11243;10039
146;Dresden, Stat. Region;34;20540;10747;9793
146;Dresden, Stat. Region;35;20794;11040;9754
146;Dresden, Stat. Region;36;21154;11159;9995
146;Dresden, Stat. Region;37;20485;10801;9684
146;Dresden, Stat. Region;38;20876;10931;9945
146;Dresden, Stat. Region;39;20436;10889;9547
146;Dresden, Stat. Region;40;20471;10766;9705
146;Dresden, Stat. Region;41;20069;10544;9525
146;Dresden, Stat. Region;42;17989;9431;8558
146;Dresden, Stat. Region;43;17100;9131;7969
146;Dresden, Stat. Region;44;16709;8861;7848
146;Dresden, Stat. Region;45;16841;8992;7849
146;Dresden, Stat. Region;46;18380;9707;8673
146;Dresden, Stat. Region;47;20984;11166;9818
146;Dresden, Stat. Region;48;20909;11083;9826
146;Dresden, Stat. Region;49;21070;10995;10075
146;Dresden, Stat. Region;50;21548;11265;10283
146;Dresden, Stat. Region;51;22430;11658;10772
146;Dresden, Stat. Region;52;23750;12157;11593
146;Dresden, Stat. Region;53;24576;12586;11990
146;Dresden, Stat. Region;54;25794;13062;12732
146;Dresden, Stat. Region;55;26363;13333;13030
146;Dresden, Stat. Region;56;25673;12913;12760
146;Dresden, Stat. Region;57;25431;12759;12672
146;Dresden, Stat. Region;58;24404;12269;12135
146;Dresden, Stat. Region;59;24147;11949;12198
146;Dresden, Stat. Region;60;22088;10927;11161
146;Dresden, Stat. Region;61;21879;10829;11050
146;Dresden, Stat. Region;62;21850;10697;11153
146;Dresden, Stat. Region;63;22647;11102;11545
146;Dresden, Stat. Region;64;22483;10780;11703
146;Dresden, Stat. Region;65;22260;10717;11543
146;Dresden, Stat. Region;66;22367;10738;11629
146;Dresden, Stat. Region;67;22324;10473;11851
146;Dresden, Stat. Region;68;21145;10046;11099
146;Dresden, Stat. Region;69;18431;8656;9775
146;Dresden, Stat. Region;70;15122;7043;8079
146;Dresden, Stat. Region;71;15260;6915;8345
146;Dresden, Stat. Region;72;10896;4991;5905
146;Dresden, Stat. Region;73;13288;5894;7394
146;Dresden, Stat. Region;74;19412;8711;10701
146;Dresden, Stat. Region;75;101545;44422;57123
146;Dresden, Stat. Region;80;75413;31108;44305
146;Dresden, Stat. Region;85;35707;12649;23058
146;Dresden, Stat. Region;90;19443;4705;14738
147;Leipzig, Stat. Region;0;10302;5263;5039
147;Leipzig, Stat. Region;1;10430;5346;5084
147;Leipzig, Stat. Region;2;10634;5516;5118
147;Leipzig, Stat. Region;3;10496;5486;5010
147;Leipzig, Stat. Region;4;10214;5231;4983
147;Leipzig, Stat. Region;5;9743;5027;4716
147;Leipzig, Stat. Region;6;9603;4960;4643
147;Leipzig, Stat. Region;7;9420;4859;4561
147;Leipzig, Stat. Region;8;9437;4864;4573
147;Leipzig, Stat. Region;9;8999;4591;4408
147;Leipzig, Stat. Region;10;9268;4765;4503
147;Leipzig, Stat. Region;11;8640;4387;4253
147;Leipzig, Stat. Region;12;8234;4197;4037
147;Leipzig, Stat. Region;13;8256;4200;4056
147;Leipzig, Stat. Region;14;8253;4222;4031
147;Leipzig, Stat. Region;15;7892;4132;3760
147;Leipzig, Stat. Region;16;7774;3945;3829
147;Leipzig, Stat. Region;17;7818;4081;3737
147;Leipzig, Stat. Region;18;8778;4435;4343
147;Leipzig, Stat. Region;19;9842;4837;5005
147;Leipzig, Stat. Region;20;10257;4906;5351
147;Leipzig, Stat. Region;21;10713;5117;5596
147;Leipzig, Stat. Region;22;10544;5186;5358
147;Leipzig, Stat. Region;23;10050;4867;5183
147;Leipzig, Stat. Region;24;10169;4974;5195
147;Leipzig, Stat. Region;25;10187;5086;5101
147;Leipzig, Stat. Region;26;10928;5559;5369
147;Leipzig, Stat. Region;27;12257;6154;6103
147;Leipzig, Stat. Region;28;16884;8594;8290
147;Leipzig, Stat. Region;29;17296;8975;8321
147;Leipzig, Stat. Region;30;17407;8976;8431
147;Leipzig, Stat. Region;31;17309;9077;8232
147;Leipzig, Stat. Region;32;16298;8349;7949
147;Leipzig, Stat. Region;33;16344;8476;7868
147;Leipzig, Stat. Region;34;15847;8259;7588
147;Leipzig, Stat. Region;35;15551;8166;7385
147;Leipzig, Stat. Region;36;15445;8174;7271
147;Leipzig, Stat. Region;37;14666;7708;6958
147;Leipzig, Stat. Region;38;15038;7992;7046
147;Leipzig, Stat. Region;39;14055;7435;6620
147;Leipzig, Stat. Region;40;14044;7361;6683
147;Leipzig, Stat. Region;41;13499;7215;6284
147;Leipzig, Stat. Region;42;11902;6248;5654
147;Leipzig, Stat. Region;43;10949;5781;5168
147;Leipzig, Stat. Region;44;10754;5785;4969
147;Leipzig, Stat. Region;45;10659;5621;5038
147;Leipzig, Stat. Region;46;11622;6275;5347
147;Leipzig, Stat. Region;47;13678;7316;6362
147;Leipzig, Stat. Region;48;13784;7230;6554
147;Leipzig, Stat. Region;49;13956;7250;6706
147;Leipzig, Stat. Region;50;14019;7296;6723
147;Leipzig, Stat. Region;51;14275;7424;6851
147;Leipzig, Stat. Region;52;15092;7798;7294
147;Leipzig, Stat. Region;53;15681;8086;7595
147;Leipzig, Stat. Region;54;16072;8160;7912
147;Leipzig, Stat. Region;55;16050;8230;7820
147;Leipzig, Stat. Region;56;15681;8001;7680
147;Leipzig, Stat. Region;57;15591;7847;7744
147;Leipzig, Stat. Region;58;14966;7433;7533
147;Leipzig, Stat. Region;59;14475;7172;7303
147;Leipzig, Stat. Region;60;13441;6580;6861
147;Leipzig, Stat. Region;61;13123;6387;6736
147;Leipzig, Stat. Region;62;13173;6466;6707
147;Leipzig, Stat. Region;63;13392;6455;6937
147;Leipzig, Stat. Region;64;13196;6328;6868
147;Leipzig, Stat. Region;65;13465;6392;7073
147;Leipzig, Stat. Region;66;13193;6265;6928
147;Leipzig, Stat. Region;67;12768;5981;6787
147;Leipzig, Stat. Region;68;12501;5893;6608
147;Leipzig, Stat. Region;69;10967;4997;5970
147;Leipzig, Stat. Region;70;8922;4116;4806
147;Leipzig, Stat. Region;71;8894;4026;4868
147;Leipzig, Stat. Region;72;7009;3146;3863
147;Leipzig, Stat. Region;73;7781;3398;4383
147;Leipzig, Stat. Region;74;10913;4871;6042
147;Leipzig, Stat. Region;75;58655;25190;33465
147;Leipzig, Stat. Region;80;42607;17098;25509
147;Leipzig, Stat. Region;85;20579;7083;13496
147;Leipzig, Stat. Region;90;10687;2576;8111
150;Sachsen-Anhalt;0;17259;8781;8478
150;Sachsen-Anhalt;1;18269;9376;8893
150;Sachsen-Anhalt;2;18597;9596;9001
150;Sachsen-Anhalt;3;18423;9358;9065
150;Sachsen-Anhalt;4;18598;9646;8952
150;Sachsen-Anhalt;5;18180;9297;8883
150;Sachsen-Anhalt;6;18280;9363;8917
150;Sachsen-Anhalt;7;17940;9235;8705
150;Sachsen-Anhalt;8;18334;9341;8993
150;Sachsen-Anhalt;9;18016;9266;8750
150;Sachsen-Anhalt;10;18582;9541;9041
150;Sachsen-Anhalt;11;17938;9239;8699
150;Sachsen-Anhalt;12;17199;9030;8169
150;Sachsen-Anhalt;13;17366;8829;8537
150;Sachsen-Anhalt;14;17298;8947;8351
150;Sachsen-Anhalt;15;16800;8721;8079
150;Sachsen-Anhalt;16;17386;9144;8242
150;Sachsen-Anhalt;17;17587;9244;8343
150;Sachsen-Anhalt;18;18286;9863;8423
150;Sachsen-Anhalt;19;18091;9884;8207
150;Sachsen-Anhalt;20;17730;9318;8412
150;Sachsen-Anhalt;21;18030;9604;8426
150;Sachsen-Anhalt;22;17229;9233;7996
150;Sachsen-Anhalt;23;16172;8782;7390
150;Sachsen-Anhalt;24;15643;8375;7268
150;Sachsen-Anhalt;25;15683;8387;7296
150;Sachsen-Anhalt;26;16594;8755;7839
150;Sachsen-Anhalt;27;18262;9654;8608
150;Sachsen-Anhalt;28;25961;13978;11983
150;Sachsen-Anhalt;29;26710;14111;12599
150;Sachsen-Anhalt;30;27827;14715;13112
150;Sachsen-Anhalt;31;27681;14532;13149
150;Sachsen-Anhalt;32;26857;14183;12674
150;Sachsen-Anhalt;33;26653;14083;12570
150;Sachsen-Anhalt;34;26717;14062;12655
150;Sachsen-Anhalt;35;26908;14289;12619
150;Sachsen-Anhalt;36;26580;14160;12420
150;Sachsen-Anhalt;37;26348;14039;12309
150;Sachsen-Anhalt;38;26924;14278;12646
150;Sachsen-Anhalt;39;25757;13724;12033
150;Sachsen-Anhalt;40;25633;13575;12058
150;Sachsen-Anhalt;41;24642;13039;11603
150;Sachsen-Anhalt;42;22045;11675;10370
150;Sachsen-Anhalt;43;21096;11289;9807
150;Sachsen-Anhalt;44;21672;11373;10299
150;Sachsen-Anhalt;45;22556;11955;10601
150;Sachsen-Anhalt;46;25957;13648;12309
150;Sachsen-Anhalt;47;30730;16146;14584
150;Sachsen-Anhalt;48;31044;16066;14978
150;Sachsen-Anhalt;49;32070;16520;15550
150;Sachsen-Anhalt;50;32912;16957;15955
150;Sachsen-Anhalt;51;34391;17506;16885
150;Sachsen-Anhalt;52;35795;18279;17516
150;Sachsen-Anhalt;53;37448;18935;18513
150;Sachsen-Anhalt;54;39032;19638;19394
150;Sachsen-Anhalt;55;40327;20395;19932
150;Sachsen-Anhalt;56;39846;19841;20005
150;Sachsen-Anhalt;57;39726;19837;19889
150;Sachsen-Anhalt;58;38531;19334;19197
150;Sachsen-Anhalt;59;37633;18520;19113
150;Sachsen-Anhalt;60;35217;17432;17785
150;Sachsen-Anhalt;61;34685;16964;17721
150;Sachsen-Anhalt;62;35039;16853;18186
150;Sachsen-Anhalt;63;35819;17587;18232
150;Sachsen-Anhalt;64;34862;17022;17840
150;Sachsen-Anhalt;65;34940;16700;18240
150;Sachsen-Anhalt;66;34413;16485;17928
150;Sachsen-Anhalt;67;32768;15446;17322
150;Sachsen-Anhalt;68;32034;15136;16898
150;Sachsen-Anhalt;69;28272;13086;15186
150;Sachsen-Anhalt;70;23677;10957;12720
150;Sachsen-Anhalt;71;23031;10582;12449
150;Sachsen-Anhalt;72;18366;8383;9983
150;Sachsen-Anhalt;73;18531;8314;10217
150;Sachsen-Anhalt;74;25631;11428;14203
150;Sachsen-Anhalt;75;141236;61295;79941
150;Sachsen-Anhalt;80;101811;39885;61926
150;Sachsen-Anhalt;85;47286;15490;31796
150;Sachsen-Anhalt;90;22922;5143;17779
151;Dessau, Stat. Region;0;-;-;-
151;Dessau, Stat. Region;1;-;-;-
151;Dessau, Stat. Region;2;-;-;-
151;Dessau, Stat. Region;3;-;-;-
151;Dessau, Stat. Region;4;-;-;-
151;Dessau, Stat. Region;5;-;-;-
