Jahr;Kennung;Bezeichnung ;Alter;Alter_von;insgesamt;A00-B99 Bestimmte infektiöse und parasitäre Krankheiten;C00-D48 Neubildungen;D50-D90 Krankheiten des Blutes und der blutbildenden Organe;E00-E90 Endokrine, Ernährungs und Stoffwechselkrankheiten;F00-F99 Psychische Verhaltensstörungen;G00-G99 Krankheiten des Nervensystems;H00-H59 Krankheiten des Auges und der Augenanhangsgebilde;H60-H95 Krankheiten des Ohres und des Warzenfortsatzes;I00-I99 Krankheiten des Kreislaufsystems;J00-J99 Krankheiten des  Atmungssystems;K00-K93 Krankheiten des Verdauungssystems;L00-L99 Krankheiten der Haut und der Unterhaut;M00-M99 Krankheiten des Muskelskelettsystems und des Bindegewebes;N00-N99 Krankheiten des Urogenitalsystems;O00-O99 Schwangerschaft, Geburt und Wochenbett;P00-P96 Best. Zustände, d. i. Ursprung i. d. Perinatalperiode haben;Q00-Q99 Angeborene Fehlbildungen,Deform. u. Chromosomenanomalien;R00-R99 Sympt.u.abnorm.klin.u.Laborbef.,d.andernorts n.klassif. sind;S00-T98 Verletzungen,Vergiftungen u.best.and. Folgen äuß. Ursachen;U00-U99 Schlüsselnummern für besondere Zwecke;Z00-Z99 Fakt.,d.d.Gesund. beeinfl. u.z.Inansp.d.Gesundheitsw.füh.;Diagnose unbekannt
2017;141;Chemnitz, Regierungsbezirk;95 Jahre und mehr;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;unter 1 Jahr;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;1 bis unter 5 Jahre;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;5 bis unter 10 Jahre;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;10 bis unter 15 Jahre;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;15 bis unter 20 Jahre;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;20 bis unter 25 Jahre;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;25 bis unter 30 Jahre;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;30 bis unter 35 Jahre;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;35 bis unter 40 Jahre;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;40 bis unter 45 Jahre;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;45 bis unter 50 Jahre;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;50 bis unter 55 Jahre;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;55 bis unter 60 Jahre;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;60 bis unter 65 Jahre;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;65 bis unter 70 Jahre;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;70 bis unter 75 Jahre;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;75 bis unter 80 Jahre;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;80 bis unter 85 Jahre;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;85 bis unter 90 Jahre;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;90 bis unter 95 Jahre;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;142;Dresden, Regierungsbezirk;95 Jahre und mehr;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;unter 1 Jahr;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;1 bis unter 5 Jahre;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;5 bis unter 10 Jahre;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;10 bis unter 15 Jahre;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;15 bis unter 20 Jahre;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;20 bis unter 25 Jahre;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;25 bis unter 30 Jahre;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;30 bis unter 35 Jahre;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;35 bis unter 40 Jahre;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;40 bis unter 45 Jahre;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;45 bis unter 50 Jahre;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;50 bis unter 55 Jahre;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;55 bis unter 60 Jahre;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;60 bis unter 65 Jahre;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;65 bis unter 70 Jahre;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;70 bis unter 75 Jahre;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;75 bis unter 80 Jahre;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;80 bis unter 85 Jahre;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;85 bis unter 90 Jahre;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;90 bis unter 95 Jahre;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;143;Leipzig, Regierungsbezirk;95 Jahre und mehr;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;145;Chemnitz, Stat. Region;unter 1 Jahr;0;14882;448;41;25;19;5;79;19;25;30;1010;195;97;9;136;-;3796;581;481;522;-;7364;-
2017;145;Chemnitz, Stat. Region;1 bis unter 5 Jahre;1;8016;1095;186;47;75;93;207;51;124;42;3009;300;205;89;186;-;-;356;429;1365;-;157;-
2017;145;Chemnitz, Stat. Region;5 bis unter 10 Jahre;5;5779;536;140;43;110;597;355;86;75;85;797;402;135;131;178;-;-;198;510;1335;-;66;-
2017;145;Chemnitz, Stat. Region;10 bis unter 15 Jahre;10;6217;374;141;27;169;894;363;78;38;183;353;568;138;267;166;10;-;109;780;1517;-;42;-
2017;145;Chemnitz, Stat. Region;15 bis unter 20 Jahre;15;8724;410;178;27;131;1626;391;77;38;268;390;796;291;373;358;654;-;87;1061;1528;-;40;-
2017;145;Chemnitz, Stat. Region;20 bis unter 25 Jahre;20;6990;220;168;28;87;897;287;67;49;109;343;637;227;240;345;1842;-;48;419;938;-;39;-
2017;145;Chemnitz, Stat. Region;25 bis unter 30 Jahre;25;12310;307;289;40;122;1204;361;86;58;193;384;871;320;464;557;5246;-;39;531;1172;-;66;-
2017;145;Chemnitz, Stat. Region;30 bis unter 35 Jahre;30;14317;298;376;41;181;1467;479;112;103;304;488;1158;347;760;737;5458;-;44;595;1298;-;71;-
2017;145;Chemnitz, Stat. Region;35 bis unter 40 Jahre;35;12034;251;689;71;223;1322;457;109;99;434;452;1311;327;996;745;2604;-;36;629;1201;-;78;-
2017;145;Chemnitz, Stat. Region;40 bis unter 45 Jahre;40;10115;215;770;78;276;1125;462;133;137;666;397;1415;266;1053;696;548;-;37;603;1150;-;88;-
2017;145;Chemnitz, Stat. Region;45 bis unter 50 Jahre;45;14738;309;1681;126;393;1479;692;250;162;1239;552;1980;318;2004;1035;27;-;50;793;1540;-;108;-
2017;145;Chemnitz, Stat. Region;50 bis unter 55 Jahre;50;21756;490;2682;164;582;1753;967;332;239;2475;860;2939;404;3068;1382;-;-;40;987;2237;-;155;-
2017;145;Chemnitz, Stat. Region;55 bis unter 60 Jahre;55;27190;581;4240;187;700;1697;1074;482;265;3630;1195;3245;483;3869;1575;-;-;36;1100;2636;-;195;-
2017;145;Chemnitz, Stat. Region;60 bis unter 65 Jahre;60;33309;812;5643;206;961;1350;1267;733;326;5619;1561;3836;521;4234;1882;-;-;37;1305;2770;-;246;-
2017;145;Chemnitz, Stat. Region;65 bis unter 70 Jahre;65;35998;882;6337;299;1146;968;1390;1040;305;6903;1797;3870;460;3850;2134;-;-;26;1398;2928;-;265;-
2017;145;Chemnitz, Stat. Region;70 bis unter 75 Jahre;70;34101;874;5906;287;1004;770;1424;1118;220;7048;1784;3362;389;3708;1990;-;-;16;1292;2631;-;278;-
2017;145;Chemnitz, Stat. Region;75 bis unter 80 Jahre;75;49978;1544;7608;493;1640;1174;2149;1937;289;11152;2630;4694;580;4640;2862;-;-;17;1991;4229;2;347;-
2017;145;Chemnitz, Stat. Region;80 bis unter 85 Jahre;80;38864;1428;4587;407;1692;907;1433;1526;178;9483;2431;3467;463;2746;2118;-;-;2;1601;4070;-;325;-
2017;145;Chemnitz, Stat. Region;85 bis unter 90 Jahre;85;24339;990;1907;314;1340;575;802;776;84;6051;1929;2175;315;1131;1229;-;-;2;1106;3399;1;213;-
2017;145;Chemnitz, Stat. Region;90 bis unter 95 Jahre;90;9781;428;519;119;643;199;272;182;24;2370;850;891;119;363;516;-;-;-;371;1833;-;82;-
2017;145;Chemnitz, Stat. Region;95 Jahre und mehr;95;2294;106;90;26;200;44;44;32;1;482;231;184;31;45;121;-;-;1;81;560;-;15;-
2017;146;Dresden, Stat. Region;unter 1 Jahr;0;19949;561;146;20;31;21;118;24;47;58;907;210;140;18;225;-;4986;764;546;587;-;10540;-
2017;146;Dresden, Stat. Region;1 bis unter 5 Jahre;1;7935;1294;199;55;52;146;299;27;226;40;2224;256;158;144;194;-;1;331;414;1742;-;133;-
2017;146;Dresden, Stat. Region;5 bis unter 10 Jahre;5;5817;638;212;35;86;328;362;71;79;88;717;315;151;222;165;-;-;145;518;1619;-;66;-
2017;146;Dresden, Stat. Region;10 bis unter 15 Jahre;10;6426;434;167;31;212;900;351;70;38;164;307;569;115;318;204;7;-;111;793;1590;-;45;-
2017;146;Dresden, Stat. Region;15 bis unter 20 Jahre;15;8333;480;217;18;173;1674;329;64;51;220;410;725;251;410;383;554;-;80;902;1355;-;37;-
2017;146;Dresden, Stat. Region;20 bis unter 25 Jahre;20;6183;215;96;35;95;968;271;42;41;95;264;498;186;195;309;1687;-;45;316;793;-;32;-
2017;146;Dresden, Stat. Region;25 bis unter 30 Jahre;25;13226;265;290;31;157;1385;398;65;74;203;425;819;270;388;517;6331;-;50;399;1090;-;69;-
2017;146;Dresden, Stat. Region;30 bis unter 35 Jahre;30;16095;315;420;41;232;1836;546;54;97;279;499;1184;288;600;679;7209;-;37;453;1255;-;71;-
2017;146;Dresden, Stat. Region;35 bis unter 40 Jahre;35;12434;253;489;40;235;1713;495;83;108;406;411;1206;263;753;664;3499;-;44;512;1159;-;101;-
2017;146;Dresden, Stat. Region;40 bis unter 45 Jahre;40;9275;208;689;58;261;1282;503;80;118;513;326;1202;218;849;681;728;-;21;452;1013;-;73;-
2017;146;Dresden, Stat. Region;45 bis unter 50 Jahre;45;12644;287;1296;68;455;1627;616;142;149;1121;522;1704;213;1435;922;41;-;35;557;1351;-;103;-
2017;146;Dresden, Stat. Region;50 bis unter 55 Jahre;50;19025;433;2156;94;697;1941;875;242;202;2037;828;2541;316;2426;1248;3;-;31;819;1953;-;183;-
2017;146;Dresden, Stat. Region;55 bis unter 60 Jahre;55;22396;487;2633;104;786;1759;1055;357;230;3011;1095;2899;325;2842;1388;-;-;42;894;2328;-;161;-
2017;146;Dresden, Stat. Region;60 bis unter 65 Jahre;60;25852;625;3439;148;991;1334;1136;538;243;4335;1423;2943;350;3031;1665;-;-;24;1011;2422;-;194;-
2017;146;Dresden, Stat. Region;65 bis unter 70 Jahre;65;26865;701;3811;198;971;848;1170;692;216;5161;1672;2951;287;2776;1898;-;-;24;1079;2235;-;175;-
2017;146;Dresden, Stat. Region;70 bis unter 75 Jahre;70;28460;787;4010;204;975;782;1364;810;214;5819;1708;2868;246;3060;1928;-;-;28;1111;2381;-;165;-
2017;146;Dresden, Stat. Region;75 bis unter 80 Jahre;75;44931;1447;5496;391;1668;1058;2286;1323;273;10254;2765;4337;394;4274;2859;-;-;29;1873;3930;-;274;-
2017;146;Dresden, Stat. Region;80 bis unter 85 Jahre;80;36186;1466;3483;379;1553;857;1587;1094;181;8943;2594;3337;338;2574;2180;-;-;9;1663;3750;1;197;-
2017;146;Dresden, Stat. Region;85 bis unter 90 Jahre;85;22979;1044;1733;293;1278;521;863;579;75;5617;1940;2147;204;1101;1158;-;-;7;1095;3191;-;133;-
2017;146;Dresden, Stat. Region;90 bis unter 95 Jahre;90;9602;497;460;90;610;195;318;131;13;2366;893;855;91;297;493;-;-;-;450;1779;-;64;-
2017;146;Dresden, Stat. Region;95 Jahre und mehr;95;2321;115;66;20;172;49;67;17;4;514;260;210;16;53;117;-;-;-;72;558;-;11;-
2017;147;Leipzig, Stat. Region;unter 1 Jahr;0;12703;353;59;10;19;10;54;5;27;6;561;136;48;4;147;-;2760;415;273;267;-;7549;-
2017;147;Leipzig, Stat. Region;1 bis unter 5 Jahre;1;4566;649;110;28;57;77;154;30;98;21;1480;191;107;68;127;-;-;242;170;857;-;100;-
2017;147;Leipzig, Stat. Region;5 bis unter 10 Jahre;5;3170;273;122;32;61;181;250;32;54;40;420;234;57;128;98;-;-;113;211;813;-;51;-
2017;147;Leipzig, Stat. Region;10 bis unter 15 Jahre;10;3605;216;63;18;121;465;217;18;32;76;202;413;71;264;104;10;-;137;334;802;-;42;-
2017;147;Leipzig, Stat. Region;15 bis unter 20 Jahre;15;5083;234;130;18;83;965;210;14;35;108;280;480;190;307;240;360;-;72;462;863;-;32;-
2017;147;Leipzig, Stat. Region;20 bis unter 25 Jahre;20;5076;168;113;22;56;898;136;25;33;99;265;415;171;218;256;1248;-;26;240;657;-;30;-
2017;147;Leipzig, Stat. Region;25 bis unter 30 Jahre;25;10344;229;298;44;109;1252;278;51;57;168;422;772;272;389;477;4044;-;40;330;983;-;129;-
2017;147;Leipzig, Stat. Region;30 bis unter 35 Jahre;30;12067;206;455;39;156;1452;330;45;59;261;427;934;246;552;586;4712;-;50;388;1038;-;131;-
2017;147;Leipzig, Stat. Region;35 bis unter 40 Jahre;35;9374;165;435;34;178;1257;306;50;81;333;407;891;272;653;565;2325;-;23;341;926;-;132;-
2017;147;Leipzig, Stat. Region;40 bis unter 45 Jahre;40;6503;134;538;42;196;803;260;61;77;391;306;890;170;647;453;372;-;19;277;780;-;87;-
2017;147;Leipzig, Stat. Region;45 bis unter 50 Jahre;45;9644;211;1051;66;317;1105;425;81;117;874;435;1220;241;1199;695;26;-;32;444;1013;-;92;-
2017;147;Leipzig, Stat. Region;50 bis unter 55 Jahre;50;13600;245;1660;85;414;1286;701;152;127;1598;600;1783;251;1737;860;2;-;31;543;1427;-;98;-
2017;147;Leipzig, Stat. Region;55 bis unter 60 Jahre;55;15892;308;2047;99;491;1092;678;178;143;2445;839;1906;265;2122;927;1;-;31;665;1555;-;100;-
2017;147;Leipzig, Stat. Region;60 bis unter 65 Jahre;60;17503;410;2435;108;573;797;741;228;136;3229;1054;1929;245;2073;1106;-;-;12;688;1650;-;89;-
2017;147;Leipzig, Stat. Region;65 bis unter 70 Jahre;65;17442;451;2577;133;588;466;764;281;126;3650;1099;1868;208;1760;1243;-;-;14;623;1482;-;109;-
2017;147;Leipzig, Stat. Region;70 bis unter 75 Jahre;70;18491;522;2668;159;587;436;745;306;123;4014;1087;1912;177;1983;1310;-;-;14;733;1615;-;100;-
2017;147;Leipzig, Stat. Region;75 bis unter 80 Jahre;75;28037;885;3587;269;990;701;1159;547;146;6485;1727;2742;275;2684;1950;-;-;8;1207;2544;-;131;-
2017;147;Leipzig, Stat. Region;80 bis unter 85 Jahre;80;22063;839;2301;226;895;554;964;352;70;5492;1476;1968;262;1548;1465;-;-;6;1047;2473;-;125;-
2017;147;Leipzig, Stat. Region;85 bis unter 90 Jahre;85;13918;623;1010;182;739;386;511;188;32;3395;1139;1182;173;645;847;-;-;-;673;2102;-;91;-
2017;147;Leipzig, Stat. Region;90 bis unter 95 Jahre;90;5811;302;285;67;388;147;196;45;15;1392;492;547;88;181;316;-;-;1;236;1088;-;25;-
2017;147;Leipzig, Stat. Region;95 Jahre und mehr;95;1322;60;40;11;100;30;28;7;-;304;149;95;19;27;69;-;-;-;53;322;-;8;-
2017;150;Sachsen-Anhalt;unter 1 Jahr;0;21965;1004;93;21;40;25;111;36;85;53;1977;325;109;16;199;-;3992;763;667;715;-;11734;-
2017;150;Sachsen-Anhalt;1 bis unter 5 Jahre;1;12958;1915;367;145;119;144;465;83;245;53;4989;493;299;154;304;-;-;509;549;1950;-;175;-
2017;150;Sachsen-Anhalt;5 bis unter 10 Jahre;5;9230;990;218;164;286;588;585;174;140;107;1441;644;225;301;258;-;-;287;811;1901;-;110;-
2017;150;Sachsen-Anhalt;10 bis unter 15 Jahre;10;10182;719;240;90;394;1358;542;94;101;293;748;942;223;537;308;27;-;173;1356;1955;-;82;-
2017;150;Sachsen-Anhalt;15 bis unter 20 Jahre;15;14031;792;219;76;280;2459;633;89;120;374;837;1249;518;708;587;1347;-;119;1532;2012;-;80;-
2017;150;Sachsen-Anhalt;20 bis unter 25 Jahre;20;12658;426;222;29;155;1807;460;73;105;251;599;1109;495;500;552;3468;-;60;823;1452;-;72;-
2017;150;Sachsen-Anhalt;25 bis unter 30 Jahre;25;22183;514;464;81;259;2288;600;130;172;480;985;1738;745;900;1086;8590;2;81;1002;1926;-;140;-
2017;150;Sachsen-Anhalt;30 bis unter 35 Jahre;30;23957;480;693;78;322;2691;775;173;260;694;982;2181;661;1246;1238;8288;-;59;1075;1923;-;138;-
2017;150;Sachsen-Anhalt;35 bis unter 40 Jahre;35;20272;383;1057;108;391;2521;815;129;284;939;983;2271;529;1633;1229;3876;-;71;1111;1810;-;132;-
2017;150;Sachsen-Anhalt;40 bis unter 45 Jahre;40;16230;366;1274;91;418;1772;793;187;271;1296;778;2097;462;1794;1178;706;-;50;996;1594;-;107;-
2017;150;Sachsen-Anhalt;45 bis unter 50 Jahre;45;26840;532;2610;179;739;2949;1223;360;457;2970;1302;3616;668;3434;1729;31;-;65;1453;2313;-;210;-
2017;150;Sachsen-Anhalt;50 bis unter 55 Jahre;50;40097;787;4497;195;1142;3463;1776;595;599;5670;1963;4994;802;5603;2365;3;-;63;1949;3344;-;286;1
2017;150;Sachsen-Anhalt;55 bis unter 60 Jahre;55;49040;976;6189;261;1434;3180;1992;795;729;8346;2846;5753;858;6714;2436;-;-;68;2096;3994;-;373;-
2017;150;Sachsen-Anhalt;60 bis unter 65 Jahre;60;54141;1235;7620;358;1560;2066;2077;1136;718;10675;3484;6068;844;6576;2941;-;-;51;2241;4065;-;426;-
2017;150;Sachsen-Anhalt;65 bis unter 70 Jahre;65;52001;1226;7623;378;1536;1430;1927;1326;589;11527;3505;5563;696;5312;3051;-;-;39;2096;3757;-;420;-
2017;150;Sachsen-Anhalt;70 bis unter 75 Jahre;70;52182;1438;7257;390;1519;1094;2113;1467;515;12571;3465;5180;544;5262;2933;-;-;32;2277;3727;-;398;-
2017;150;Sachsen-Anhalt;75 bis unter 80 Jahre;75;80212;2532;9895;780;2682;1686;3252;2481;577;20342;5179;7619;920;7213;4507;-;-;29;3667;6320;-;531;-
2017;150;Sachsen-Anhalt;80 bis unter 85 Jahre;80;59870;2182;5803;668;2437;1280;2381;1695;361;15934;4206;5648;679;4246;3155;-;-;7;2919;5880;-;389;-
2017;150;Sachsen-Anhalt;85 bis unter 90 Jahre;85;35111;1514;2484;457;1880;764;1170;743;101;9142;2818;3270;447;1766;1902;-;-;4;1788;4637;-;224;-
2017;150;Sachsen-Anhalt;90 bis unter 95 Jahre;90;13198;603;592;196;939;309;371;155;25;3416;1235;1198;167;440;628;-;-;2;611;2244;-;67;-
2017;150;Sachsen-Anhalt;95 Jahre und mehr;95;3032;147;100;35;214;49;64;16;5;740;304;292;53;66;166;-;-;-;134;623;-;24;-
2017;151;Dessau, Stat. Region;unter 1 Jahr;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;1 bis unter 5 Jahre;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;5 bis unter 10 Jahre;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;10 bis unter 15 Jahre;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;15 bis unter 20 Jahre;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;20 bis unter 25 Jahre;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;25 bis unter 30 Jahre;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;30 bis unter 35 Jahre;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;35 bis unter 40 Jahre;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;40 bis unter 45 Jahre;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;45 bis unter 50 Jahre;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;50 bis unter 55 Jahre;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;55 bis unter 60 Jahre;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;60 bis unter 65 Jahre;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;65 bis unter 70 Jahre;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;70 bis unter 75 Jahre;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;75 bis unter 80 Jahre;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;80 bis unter 85 Jahre;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;85 bis unter 90 Jahre;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;90 bis unter 95 Jahre;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;151;Dessau, Stat. Region;95 Jahre und mehr;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;unter 1 Jahr;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;1 bis unter 5 Jahre;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;5 bis unter 10 Jahre;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;10 bis unter 15 Jahre;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;15 bis unter 20 Jahre;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;20 bis unter 25 Jahre;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;25 bis unter 30 Jahre;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;30 bis unter 35 Jahre;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;35 bis unter 40 Jahre;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;40 bis unter 45 Jahre;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;152;Halle, Stat. Region;45 bis unter 50 Jahre;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
